address,city,soldDate,soldPrice,sqft,zipCode
200 Riverside Blvd #16A,New York,30-Jan-19,"$2,400,000 ","1,557 sqft",10069
,,,,,
50 Riverside Blvd #3J,New York,30-Jan-19,"$2,275,000 ","1,410 sqft",10069
,,,,,
101 Warren St #1550,New York,30-Jan-19,"$3,870,000 ","1,920 sqft",10007
,,,,,
333 E 30th St #14K,New York,30-Jan-19,"$775,000 ",763 sqft,10016
,,,,,
613 Hudson St,New York,30-Jan-19,"$5,100,000 ","2,080 sqft",10014
,,,,,
223 W 80th St #11,New York,30-Jan-19,"$2,300,000 ","1,612 sqft",10024
,,,,,
315 7th Ave #17C,New York,30-Jan-19,"$860,000 ",612 sqft,10001
,,,,,
301 W 110th St #14D,New York,30-Jan-19,"$610,000 ",589 sqft,10026
,,,,,
101 W 24th St #28D,New York,30-Jan-19,"$2,665,000 ","1,286 sqft",10011
,,,,,
301 E 45th St #15C,New York,30-Jan-19,"$695,000 ",522 sqft,10017
,,,,,
155 W 70th St #4H,New York,29-Jan-19,"$620,000 ",617 sqft,10023
,,,,,
270 Seaman Ave #C4,New York,29-Jan-19,"$575,000 ","50,066 sqft",10034
,,,,,
70 Amber St,Staten Island,11-May-18,"$810,000 ","1,880 sqft",10306
,,,,,
622 Drumgoole Rd W,Staten Island,11-May-18,"$620,000 ","1,969 sqft",10312
,,,,,
457 Eltingville Blvd,Staten Island,14-May-18,"$537,500 ","1,176 sqft",10312
,,,,,
155 Corbin Ave,Staten Island,14-May-18,"$493,000 ","1,152 sqft",10308
,,,,,
8 Shelterview Dr,Staten Island,14-May-18,"$545,000 ","1,080 sqft",10304
,,,,,
19 Pierpont Pl,Staten Island,14-May-18,"$415,000 ","1,293 sqft",10314
,,,,,
64 Wolkoff Ln,Staten Island,14-May-18,"$307,000 ","1,011 sqft",10303
,,,,,
24 Brooks Pl,Staten Island,14-May-18,"$542,000 ",800 sqft,10310
,,,,,
208 Dickie Ave,Staten Island,14-May-18,"$520,000 ","1,224 sqft",10314
,,,,,
18 Elm Pl,Staten Island,14-May-18,"$489,900 ","1,140 sqft",10301
,,,,,
46 Claradon Ln,Staten Island,14-May-18,"$650,000 ","1,976 sqft",10305
,,,,,
8 Dierauf St,Staten Island,14-May-18,"$665,000 ","2,184 sqft",10312
,,,,,
49 Prince St,Staten Island,14-May-18,"$275,000 ",651 sqft,10304
,,,,,
104 Rosedale Ave,Staten Island,14-May-18,"$410,000 ","1,400 sqft",10312
,,,,,
121 Waldron Ave,Staten Island,14-May-18,"$490,000 ","1,152 sqft",10301
,,,,,
34 Galloway Ave,Staten Island,14-May-18,"$595,000 ","2,093 sqft",10302
,,,,,
87 McDivitt Ave,Staten Island,14-May-18,"$490,000 ","1,233 sqft",10314
,,,,,
114 Keating Pl,Staten Island,14-May-18,Contact For Estimate,"2,492 sqft",10314
,,,,,
938 Clove Rd #B,Staten Island,14-May-18,"$340,000 ","1,170 sqft",10301
,,,,,
769 Maguire Ave,Staten Island,14-May-18,"$675,000 ","2,496 sqft",10309
,,,,,
225 Katan Ave #A,Staten Island,14-May-18,"$330,000 ","1,047 sqft",10308
,,,,,
15 Escanaba Ave,Staten Island,17-May-18,"$545,000 ","1,506 sqft",10308
,,,,,
243 Taylor St,Staten Island,17-May-18,"$382,500 ","1,176 sqft",10310
,,,,,
69 Penn Ave,Staten Island,17-May-18,"$515,000 ","1,144 sqft",10306
,,,,,
100 Colfax Ave #4R,Staten Island,17-May-18,"$202,000 ",453 sqft,10306
,,,,,
233 Simonson Ave,Staten Island,17-May-18,"$375,000 ","1,272 sqft",10303
,,,,,
30 Locust Ct,Staten Island,17-May-18,"$390,000 ","1,188 sqft",10309
,,,,,
141 York Ave #143,Staten Island,17-May-18,"$550,000 ","2,304 sqft",10301
,,,,,
406 Jewett Ave,Staten Island,22-May-18,"$825,000 ","1,691 sqft",10302
,,,,,
24 Northfield Ct,Staten Island,22-May-18,"$279,999 ","1,390 sqft",10303
,,,,,
232 Fingerboard Rd,Staten Island,22-May-18,"$588,000 ","1,192 sqft",10305
,,,,,
232 Burgher Ave,Staten Island,22-May-18,"$1,025,000 ","1,688 sqft",10305
,,,,,
228 Bayview Ave,Staten Island,22-May-18,"$550,000 ",895 sqft,10309
,,,,,
867 Travis Ave #889,Staten Island,21-May-18,"$588,888 ","1,400 sqft",10314
,,,,,
13 Bache St,Staten Island,21-May-18,"$430,000 ","1,176 sqft",10302
,,,,,
385 Alter Ave,Staten Island,21-May-18,"$410,500 ","1,655 sqft",10305
,,,,,
47 Ludwig Ln,Staten Island,24-May-18,"$455,000 ","2,807 sqft",10303
,,,,,
26 Dina Ct,Staten Island,24-May-18,"$525,000 ","1,872 sqft",10306
,,,,,
120 Thomas St,Staten Island,24-May-18,"$815,000 ","2,338 sqft",10306
,,,,,
352 Hart Ave,Staten Island,23-May-18,"$829,950 ","1,500 sqft",10310
,,,,,
47 Lisbon Pl,Staten Island,23-May-18,"$505,000 ","1,400 sqft",10306
,,,,,
14 Brandis Ln,Staten Island,23-May-18,"$335,000 ","1,080 sqft",10312
,,,,,
77 Pompey Ave,Staten Island,23-May-18,"$830,000 ","2,184 sqft",10312
,,,,,
6 Memo St #10,Staten Island,23-May-18,"$680,000 ","1,680 sqft",10309
,,,,,
236 Armstrong Ave,Staten Island,23-May-18,"$192,500 ","1,040 sqft",10308
,,,,,
35 Stern Ct,Staten Island,30-May-18,"$420,000 ","1,327 sqft",10308
,,,,,
58 Goller Pl,Staten Island,30-May-18,"$629,000 ","1,530 sqft",10314
,,,,,
516 Tarrytown Ave,Staten Island,29-May-18,"$500,000 ","1,360 sqft",10306
,,,,,
267 Bruckner Ave #A,Staten Island,29-May-18,"$310,000 ","1,132 sqft",10303
,,,,,
168 Armstrong Ave,Staten Island,29-May-18,"$770,000 ","2,608 sqft",10308
,,,,,
81 Kensington Ave,Staten Island,29-May-18,Contact For Estimate,"2,288 sqft",10305
,,,,,
14 Patty Ct,Staten Island,29-May-18,"$410,000 ","1,354 sqft",10312
,,,,,
677 Craig Ave,Staten Island,29-May-18,"$550,500 ","1,802 sqft",10307
,,,,,
29 Peacock Loop,Staten Island,29-May-18,"$440,000 ","1,684 sqft",10309
,,,,,
327 Rudyard St,Staten Island,29-May-18,"$520,000 ","1,200 sqft",10306
,,,,,
353 Cleveland Ave,Staten Island,1-Jun-18,"$600,000 ","1,548 sqft",10308
,,,,,
48 Vassar St,Staten Island,1-Jun-18,"$580,000 ","1,760 sqft",10314
,,,,,
85 Elmwood Park Dr #4,Staten Island,4-Jun-18,"$235,000 ",677 sqft,10314
,,,,,
148 Freeborn St,Staten Island,4-Jun-18,"$100,000 ",420 sqft,10306
,,,,,
571 Annadale Rd,Staten Island,4-Jun-18,"$510,000 ","1,638 sqft",10312
,,,,,
239 Loretto St,Staten Island,4-Jun-18,"$370,000 ","1,503 sqft",10307
,,,,,
15 Dreyer Ave,Staten Island,4-Jun-18,"$362,500 ","1,200 sqft",10314
,,,,,
14 Rochelle Pl,Staten Island,4-Jun-18,"$760,000 ","2,104 sqft",10312
,,,,,
95 Stieg Ave,Staten Island,4-Jun-18,"$489,000 ","1,472 sqft",10308
,,,,,
1003 Manor Rd,Staten Island,4-Jun-18,"$550,000 ","1,202 sqft",10314
,,,,,
56 Jennifer Pl #12B,Staten Island,4-Jun-18,"$415,000 ",950 sqft,10314
,,,,,
75 Essex Dr #1B,Staten Island,4-Jun-18,"$317,000 ",853 sqft,10314
,,,,,
520 Lisk Ave,Staten Island,4-Jun-18,"$310,000 ","1,158 sqft",10303
,,,,,
35 Clawson St,Staten Island,4-Jun-18,"$561,000 ",864 sqft,10306
,,,,,
30 Clinton Ave,Staten Island,4-Jun-18,"$397,959 ","1,680 sqft",10301
,,,,,
24 Turf Ct,Staten Island,4-Jun-18,"$880,000 ","2,832 sqft",10314
,,,,,
149 Redwood Loop,Staten Island,4-Jun-18,"$499,000 ","2,020 sqft",10309
,,,,,
105 Delmore St,Staten Island,4-Jun-18,"$525,000 ","1,230 sqft",10314
,,,,,
756 Correll Ave,Staten Island,4-Jun-18,"$579,500 ","1,700 sqft",10309
,,,,,
31 Marvin Rd,Staten Island,4-Jun-18,"$799,900 ","2,448 sqft",10309
,,,,,
11 W Cedarview Ave,Staten Island,4-Jun-18,Contact For Estimate,"2,184 sqft",10306
,,,,,
15 Wolkoff Ln #A,Staten Island,4-Jun-18,"$308,000 ","1,011 sqft",10303
,,,,,
8 Woodside Ave,Staten Island,4-Jun-18,"$505,000 ","2,080 sqft",10304
,,,,,
983 Sheldon Ave,Staten Island,4-Jun-18,"$655,000 ","2,542 sqft",10309
,,,,,
41 Stafford Ave,Staten Island,4-Jun-18,"$710,000 ","2,784 sqft",10312
,,,,,
64 Gervil St,Staten Island,1-Jun-18,"$354,000 ",978 sqft,10309
,,,,,
103 Chandler Ave,Staten Island,1-Jun-18,"$515,000 ","1,008 sqft",10314
,,,,,
129 Alex Cir,Staten Island,1-Jun-18,"$560,000 ","1,659 sqft",10305
,,,,,
211 Pembrook Loop,Staten Island,1-Jun-18,"$436,000 ","1,672 sqft",10309
,,,,,
72 Mills Ave,Staten Island,1-Jun-18,"$610,000 ","2,226 sqft",10305
,,,,,
75 Signs Rd,Staten Island,1-Jun-18,"$1,200 ","2,254 sqft",10314
,,,,,
187 Colon Ave,Staten Island,1-Jun-18,"$649,900 ","1,500 sqft",10308
,,,,,
122 Evergreen St,Staten Island,5-Jun-18,"$650,000 ","2,406 sqft",10308
,,,,,
1676 Castleton Ave,Staten Island,5-Jun-18,"$427,500 ","1,896 sqft",10302
,,,,,
4358 Richmond Ave #4360,Staten Island,5-Jun-18,"$500,000 ","1,320 sqft",10312
,,,,,
121 Cortelyou Ave #12,Staten Island,5-Jun-18,"$212,500 ",729 sqft,10312
,,,,,
62 Blythe Pl,Staten Island,5-Jun-18,"$580,000 ","1,484 sqft",10306
,,,,,
277 Green Valley Rd,Staten Island,5-Jun-18,Contact For Estimate,"1,914 sqft",10312
,,,,,
93 Taft Ave,Staten Island,5-Jun-18,"$285,000 ","1,540 sqft",10301
,,,,,
227 Robinson Ave,Staten Island,5-Jun-18,"$440,000 ",888 sqft,10312
,,,,,
124 Winfield St,Staten Island,5-Jun-18,"$440,000 ","1,408 sqft",10305
,,,,,
4 Amaron Ln,Staten Island,5-Jun-18,"$900,000 ","4,800 sqft",10307
,,,,,
520 Lisk Ave #A,Staten Island,5-Jun-18,"$310,000 ","1,172 sqft",10303
,,,,,
545 Tennyson Dr,Staten Island,5-Jun-18,"$820,000 ","1,410 sqft",10312
,,,,,
11 Windham Loop #3DD,Staten Island,5-Jun-18,"$267,000 ",824 sqft,10314
,,,,,
118 Suffolk Ave,Staten Island,5-Jun-18,"$595,000 ","1,731 sqft",10314
,,,,,
71 Coventry Loop,Staten Island,5-Jun-18,"$400,000 ","1,584 sqft",10312
,,,,,
40 Drumgoole Rd E,Staten Island,5-Jun-18,"$545,000 ","1,680 sqft",10312
,,,,,
284 Sandalwood Dr,Staten Island,5-Jun-18,Contact For Estimate,"1,592 sqft",10308
,,,,,
209 Montreal Ave,Staten Island,5-Jun-18,"$500,000 ","1,200 sqft",10306
,,,,,
383 Brookfield Ave,Staten Island,5-Jun-18,"$625,000 ","1,880 sqft",10308
,,,,,
130 Annadale Rd,Staten Island,5-Jun-18,"$453,000 ","1,332 sqft",10312
,,,,,
183 Sandalwood Dr,Staten Island,6-Jun-18,"$465,000 ","1,350 sqft",10308
,,,,,
16 Canterbury Ave,Staten Island,8-Jun-18,"$430,950 ","1,020 sqft",10314
,,,,,
105 Loring Ave,Staten Island,8-Jun-18,"$569,000 ","1,600 sqft",10312
,,,,,
46 Doreen Dr,Staten Island,8-Jun-18,"$439,000 ","1,324 sqft",10303
,,,,,
133 Anthony St,Staten Island,8-Jun-18,"$718,900 ","2,000 sqft",10309
,,,,,
399 Richmond Hill Rd,Staten Island,8-Jun-18,"$755,000 ","2,048 sqft",10314
,,,,,
778 Nugent Ave,Staten Island,8-Jun-18,"$655,000 ","1,500 sqft",10306
,,,,,
41 Wellington Ct #1D,Staten Island,7-Jun-18,"$355,000 ","1,082 sqft",10314
,,,,,
18 Purcell St,Staten Island,7-Jun-18,"$639,000 ","1,088 sqft",10310
,,,,,
186 Moreland St,Staten Island,7-Jun-18,Contact For Estimate,"1,902 sqft",10306
,,,,,
492 Vanderbilt Ave,Staten Island,7-Jun-18,"$220,393 ","1,297 sqft",10304
,,,,,
1043 Rensselaer Ave,Staten Island,7-Jun-18,"$610,000 ","1,680 sqft",10309
,,,,,
7 Keating Pl,Staten Island,7-Jun-18,"$570,000 ","1,600 sqft",10314
,,,,,
15 Radcliff Rd,Staten Island,7-Jun-18,"$400,000 ","2,184 sqft",10305
,,,,,
33 Trumbull Pl,Staten Island,7-Jun-18,"$264,000 ","1,763 sqft",10301
,,,,,
116 Smith Pl,Staten Island,7-Jun-18,"$630,000 ","3,144 sqft",10302
,,,,,
224 Jefferson Ave,Staten Island,7-Jun-18,"$690,000 ","1,596 sqft",10306
,,,,,
321 Colony Ave,Staten Island,7-Jun-18,"$538,000 ","1,660 sqft",10306
,,,,,
96 Debbie St,Staten Island,7-Jun-18,"$450,000 ","2,000 sqft",10314
,,,,,
543 Manor Rd,Staten Island,7-Jun-18,"$470,000 ","1,824 sqft",10314
,,,,,
94 Sweetgum Ln,Staten Island,7-Jun-18,"$634,900 ","1,550 sqft",10314
,,,,,
262 Glen Ave,Staten Island,7-Jun-18,"$375,000 ","1,596 sqft",10301
,,,,,
29 Gadsen Pl #2C,Staten Island,7-Jun-18,"$235,248 ",640 sqft,10314
,,,,,
100 Benjamin Dr,Staten Island,7-Jun-18,"$359,000 ","1,324 sqft",10303
,,,,,
55 Ironwood St,Staten Island,7-Jun-18,"$475,000 ","1,440 sqft",10308
,,,,,
297 Broad St,Staten Island,7-Jun-18,"$190,000 ","1,440 sqft",10304
,,,,,
169 Van Buren St,Staten Island,7-Jun-18,"$520,000 ","2,526 sqft",10301
,,,,,
28 East Broadway,Staten Island,7-Jun-18,"$590,000 ","1,800 sqft",10306
,,,,,
393 Heberton Ave,Staten Island,6-Jun-18,"$310,000 ","1,680 sqft",10302
,,,,,
114 Sunset Ave,Staten Island,6-Jun-18,"$510,000 ","1,152 sqft",10314
,,,,,
349 Yetman Ave,Staten Island,6-Jun-18,"$620,000 ","1,315 sqft",10307
,,,,,
38 Avon Pl,Staten Island,12-Jun-18,"$740,000 ","2,780 sqft",10301
,,,,,
173 Billop Ave,Staten Island,12-Jun-18,"$850,000 ","3,200 sqft",10307
,,,,,
185 Pacific Ave,Staten Island,11-Jun-18,"$555,000 ",960 sqft,10312
,,,,,
181 Maryland Ave,Staten Island,11-Jun-18,Contact For Estimate,"1,656 sqft",10305
,,,,,
22 Villanova St,Staten Island,11-Jun-18,"$600,000 ","1,302 sqft",10314
,,,,,
550 Bard Ave,Staten Island,11-Jun-18,"$775,000 ","1,912 sqft",10310
,,,,,
64 Ionia Ave,Staten Island,11-Jun-18,"$770,000 ","2,414 sqft",10312
,,,,,
120 Seneca St,Staten Island,11-Jun-18,"$565,000 ","1,487 sqft",10310
,,,,,
154 Park Ave,Staten Island,11-Jun-18,"$360,000 ","2,272 sqft",10302
,,,,,
5 Ibsen Ave,Staten Island,11-Jun-18,"$525,000 ","1,512 sqft",10312
,,,,,
319 Yetman Ave,Staten Island,11-Jun-18,"$635,000 ","2,700 sqft",10307
,,,,,
45 Harbor Rd,Staten Island,11-Jun-18,"$250,000 ","1,069 sqft",10303
,,,,,
28 Signs Rd,Staten Island,8-Jun-18,"$799,999 ","2,446 sqft",10314
,,,,,
23 Ferguson Ct,Staten Island,8-Jun-18,"$720,000 ","2,650 sqft",10307
,,,,,
169 Giffords Ln,Staten Island,8-Jun-18,"$544,000 ",896 sqft,10308
,,,,,
99 Park Ave,Staten Island,8-Jun-18,"$406,134 ","2,635 sqft",10302
,,,,,
297 Monahan Ave,Staten Island,8-Jun-18,"$637,500 ","1,452 sqft",10314
,,,,,
86 Macon Ave,Staten Island,8-Jun-18,"$272,500 ",816 sqft,10312
,,,,,
162 Steuben St,Staten Island,8-Jun-18,"$350,000 ","1,528 sqft",10304
,,,,,
35 Fenway Cir,Staten Island,8-Jun-18,"$750,000 ","2,184 sqft",10308
,,,,,
405 Jewett Ave,Staten Island,8-Jun-18,"$510,000 ","1,304 sqft",10302
,,,,,
370 Albourne Ave,Staten Island,8-Jun-18,"$1,113,000 ","4,248 sqft",10309
,,,,,
15 Van Tuyl St,Staten Island,8-Jun-18,"$550,000 ","1,132 sqft",10301
,,,,,
407 Doane Ave,Staten Island,8-Jun-18,"$499,000 ","1,080 sqft",10308
,,,,,
111 Hamden Ave,Staten Island,13-Jun-18,"$754,000 ","2,712 sqft",10306
,,,,,
141 Bath Ave,Staten Island,13-Jun-18,"$999,000 ","2,896 sqft",10305
,,,,,
34 Mason Blvd,Staten Island,13-Jun-18,"$810,000 ","2,832 sqft",10309
,,,,,
24 Sweetgum Ln,Staten Island,13-Jun-18,"$635,000 ","1,925 sqft",10314
,,,,,
511 Falcon Ave,Staten Island,15-Jun-18,"$540,000 ","2,080 sqft",10306
,,,,,
51 Cranford St,Staten Island,15-Jun-18,"$509,900 ","1,176 sqft",10308
,,,,,
20 Union Ave,Staten Island,15-Jun-18,"$360,000 ","1,150 sqft",10303
,,,,,
569 Buchanan Ave #A,Staten Island,15-Jun-18,"$298,000 ",902 sqft,10314
,,,,,
42 Adrianne Ln,Staten Island,15-Jun-18,"$309,270 ","1,159 sqft",10303
,,,,,
40 Country Dr N #22,Staten Island,15-Jun-18,"$399,000 ","1,145 sqft",10314
,,,,,
603 Ilyssa Way,Staten Island,15-Jun-18,"$240,000 ",929 sqft,10312
,,,,,
75 Harbor Rd,Staten Island,15-Jun-18,"$608,000 ","2,134 sqft",10303
,,,,,
185 Mason Blvd,Staten Island,14-Jun-18,"$880,000 ","3,346 sqft",10309
,,,,,
1021 Sheldon Ave,Staten Island,14-Jun-18,"$595,000 ","1,650 sqft",10309
,,,,,
402 Guyon Ave,Staten Island,14-Jun-18,Contact For Estimate,"2,146 sqft",10306
,,,,,
112 West Ter,Staten Island,14-Jun-18,"$643,000 ","1,848 sqft",10312
,,,,,
90 Bay Street Lndg #8A,Staten Island,14-Jun-18,"$1,350,000 ","1,665 sqft",10301
,,,,,
80 Van Name Ave,Staten Island,14-Jun-18,"$500,000 ","1,120 sqft",10303
,,,,,
203 Sinclair Ave,Staten Island,14-Jun-18,"$529,000 ","1,128 sqft",10312
,,,,,
74 Eltinge St,Staten Island,14-Jun-18,"$880,000 ","3,084 sqft",10304
,,,,,
24 Oakville St,Staten Island,14-Jun-18,"$460,000 ","1,420 sqft",10314
,,,,,
12 Watkins Ave,Staten Island,18-Jun-18,"$457,821 ","1,632 sqft",10312
,,,,,
55 Austin Pl #5V,Staten Island,17-Jun-18,"$160,000 ",453 sqft,10304
,,,,,
122 Johnson Ave,Staten Island,15-Jun-18,"$520,000 ","1,000 sqft",10307
,,,,,
440 Ashland Ave,Staten Island,15-Jun-18,"$525,000 ","1,144 sqft",10309
,,,,,
124 Kensico St,Staten Island,15-Jun-18,"$750,000 ","2,088 sqft",10306
,,,,,
24 Kyle Ct,Staten Island,15-Jun-18,"$437,000 ","1,392 sqft",10312
,,,,,
295 Van Name Ave,Staten Island,15-Jun-18,Contact For Estimate,"1,196 sqft",10303
,,,,,
209 Dover Grn,Staten Island,15-Jun-18,"$508,000 ","1,516 sqft",10312
,,,,,
42 Marne Ave,Staten Island,15-Jun-18,"$720,000 ","1,912 sqft",10312
,,,,,
66 Sheraden Ave,Staten Island,15-Jun-18,"$525,000 ","1,050 sqft",10314
,,,,,
60 Kenmore St,Staten Island,15-Jun-18,"$600,000 ","1,536 sqft",10312
,,,,,
1306 Rockland Ave #1A,Staten Island,15-Jun-18,"$261,820 ",791 sqft,10314
,,,,,
1604 Woodrow Rd,Staten Island,15-Jun-18,"$595,000 ","2,070 sqft",10309
,,,,,
729 Correll Ave,Staten Island,15-Jun-18,"$425,000 ","1,900 sqft",10309
,,,,,
27 Piave Ave,Staten Island,15-Jun-18,"$625,000 ","1,600 sqft",10305
,,,,,
307 Arden Ave,Staten Island,15-Jun-18,Contact For Estimate,"1,138 sqft",10312
,,,,,
234 Hart Ave,Staten Island,15-Jun-18,"$610,000 ","1,034 sqft",10310
,,,,,
168 Roosevelt Ave,Staten Island,15-Jun-18,"$480,000 ","1,420 sqft",10314
,,,,,
36 McVeigh Ave,Staten Island,15-Jun-18,"$670,000 ","2,280 sqft",10314
,,,,,
26 Hillwood Ct,Staten Island,15-Jun-18,"$44,580,000 ",648 sqft,10305
,,,,,
23 Armour Pl,Staten Island,20-Jun-18,"$550,000 ","1,300 sqft",10309
,,,,,
366 Union Ave,Staten Island,20-Jun-18,Contact For Estimate,"1,256 sqft",10303
,,,,,
226 Balsam Pl,Staten Island,20-Jun-18,"$422,000 ","1,880 sqft",10309
,,,,,
88 Radcliff Rd,Staten Island,19-Jun-18,"$1,031,500 ","2,117 sqft",10305
,,,,,
211 Westcott Blvd,Staten Island,19-Jun-18,"$750,000 ","1,610 sqft",10314
,,,,,
22 Trantor Pl,Staten Island,19-Jun-18,"$365,000 ","1,208 sqft",10302
,,,,,
2897 Amboy Rd,Staten Island,19-Jun-18,"$520,000 ","1,592 sqft",10306
,,,,,
78 Glenwood Ave,Staten Island,19-Jun-18,"$465,000 ",975 sqft,10301
,,,,,
320 Hampton Grn,Staten Island,19-Jun-18,"$442,000 ","1,562 sqft",10312
,,,,,
102 Macfarland Ave,Staten Island,19-Jun-18,Contact For Estimate,"2,292 sqft",10305
,,,,,
24 Bar Ct,Staten Island,19-Jun-18,"$385,000 ","2,025 sqft",10309
,,,,,
131 Jamie Ln,Staten Island,19-Jun-18,"$395,000 ","1,354 sqft",10312
,,,,,
293 Beach Rd,Staten Island,19-Jun-18,"$465,000 ",950 sqft,10312
,,,,,
95 Emerson Ave,Staten Island,19-Jun-18,"$1,950,000 ","4,961 sqft",10301
,,,,,
175 Zoe St #5A,Staten Island,19-Jun-18,"$249,800 ",555 sqft,10305
,,,,,
394 Henderson Ave,Staten Island,19-Jun-18,"$1,217,000 ","4,462 sqft",10310
,,,,,
85 Circle Rd,Staten Island,19-Jun-18,"$975,000 ","3,800 sqft",10304
,,,,,
624 Annadale Rd,Staten Island,19-Jun-18,"$540,000 ","1,120 sqft",10312
,,,,,
94 Simonson Ave,Staten Island,19-Jun-18,"$310,000 ","1,664 sqft",10303
,,,,,
349 Dongan Hills Ave,Staten Island,19-Jun-18,"$660,000 ","1,260 sqft",10305
,,,,,
26 Grasmere Ct,Staten Island,18-Jun-18,"$597,500 ","1,320 sqft",10305
,,,,,
173 Lorraine Loop,Staten Island,18-Jun-18,"$460,000 ","1,050 sqft",10309
,,,,,
11 Gadsen Pl #1H,Staten Island,18-Jun-18,"$261,820 ",791 sqft,10314
,,,,,
171 Greencroft Ave,Staten Island,18-Jun-18,"$649,000 ","1,884 sqft",10308
,,,,,
19 Egbert Pl,Staten Island,18-Jun-18,"$585,000 ","1,207 sqft",10305
,,,,,
20 Poplar Ln,Staten Island,18-Jun-18,"$640,000 ","2,700 sqft",10309
,,,,,
197 Giffords Ln,Staten Island,18-Jun-18,"$544,000 ",840 sqft,10308
,,,,,
51 Perona Ln,Staten Island,18-Jun-18,"$340,000 ","2,290 sqft",10308
,,,,,
100 Darnell Ln,Staten Island,18-Jun-18,"$548,500 ","1,300 sqft",10309
,,,,,
58 Myrna Ln,Staten Island,18-Jun-18,"$585,000 ","1,728 sqft",10312
,,,,,
145 Greencroft Ave,Staten Island,22-Jun-18,"$575,000 ","1,176 sqft",10308
,,,,,
675 Annadale Rd,Staten Island,25-Jun-18,"$471,000 ","1,800 sqft",10312
,,,,,
268 Bruckner Ave #A,Staten Island,25-Jun-18,"$315,000 ",985 sqft,10303
,,,,,
150 Joseph Ave,Staten Island,26-Jun-18,"$735,000 ","2,095 sqft",10314
,,,,,
460 Lincoln Ave,Staten Island,26-Jun-18,Contact For Estimate,"1,032 sqft",10306
,,,,,
20 Averill Pl,Staten Island,26-Jun-18,"$575,000 ","4,004 sqft",10307
,,,,,
25 Maxi Ct,Staten Island,26-Jun-18,"$465,000 ","2,010 sqft",10304
,,,,,
31 Gadsen Pl #2G,Staten Island,26-Jun-18,"$249,900 ",640 sqft,10314
,,,,,
420 Stobe Ave,Staten Island,26-Jun-18,"$700,000 ","2,444 sqft",10306
,,,,,
143 Fanning St,Staten Island,26-Jun-18,"$25,000 ","1,020 sqft",10314
,,,,,
16 Julie Ct #B,Staten Island,26-Jun-18,"$350,000 ","1,046 sqft",10314
,,,,,
538 Targee St,Staten Island,26-Jun-18,"$415,000 ","1,066 sqft",10304
,,,,,
210 Cody Pl,Staten Island,26-Jun-18,"$485,000 ","1,320 sqft",10312
,,,,,
188 Continental Pl #A,Staten Island,26-Jun-18,"$197,628 ",960 sqft,10303
,,,,,
87 Dehart Ave,Staten Island,26-Jun-18,"$438,500 ","1,806 sqft",10303
,,,,,
156 Ridgewood Ave,Staten Island,25-Jun-18,"$441,500 ","1,376 sqft",10312
,,,,,
32 Field St,Staten Island,25-Jun-18,Contact For Estimate,"2,200 sqft",10314
,,,,,
27 Neal Dow Ave,Staten Island,25-Jun-18,"$258,000 ","1,944 sqft",10314
,,,,,
119 Russell St,Staten Island,25-Jun-18,"$475,000 ","1,900 sqft",10308
,,,,,
758 Tysens Ln,Staten Island,25-Jun-18,"$675,000 ","1,873 sqft",10306
,,,,,
364 Aspen Knolls Way,Staten Island,25-Jun-18,"$349,000 ","1,354 sqft",10312
,,,,,
683 Annadale Rd,Staten Island,25-Jun-18,"$471,000 ","1,800 sqft",10312
,,,,,
681 Annadale Rd,Staten Island,25-Jun-18,"$471,000 ","1,800 sqft",10312
,,,,,
152 Manila Ave,Staten Island,25-Jun-18,"$695,250 ","2,052 sqft",10306
,,,,,
677 Annadale Rd,Staten Island,25-Jun-18,"$471,000 ","1,800 sqft",10312
,,,,,
671 Annadale Rd,Staten Island,25-Jun-18,"$471,000 ","2,050 sqft",10312
,,,,,
119 Satterlee St,Staten Island,25-Jun-18,"$650,000 ","2,855 sqft",10307
,,,,,
4 Oakville St,Staten Island,25-Jun-18,"$650,000 ","2,394 sqft",10314
,,,,,
673 Annadale Rd,Staten Island,25-Jun-18,"$471,000 ","1,800 sqft",10312
,,,,,
13 Harvey Ave,Staten Island,25-Jun-18,"$600,000 ","1,188 sqft",10314
,,,,,
679 Annadale Rd,Staten Island,25-Jun-18,"$471,000 ","1,800 sqft",10312
,,,,,
85 Freedom Ave #B,Staten Island,28-Jun-18,"$480,000 ","1,424 sqft",10314
,,,,,
31 Clinton Ct,Staten Island,28-Jun-18,"$460,000 ","1,820 sqft",10301
,,,,,
63 Harbour Ct #63,Staten Island,28-Jun-18,"$505,000 ","1,800 sqft",10308
,,,,,
341 Fanning St,Staten Island,28-Jun-18,"$625,000 ","2,904 sqft",10314
,,,,,
240 Lake Ave,Staten Island,27-Jun-18,"$415,000 ","1,120 sqft",10303
,,,,,
234 Brookfield Ave,Staten Island,27-Jun-18,"$560,000 ","1,472 sqft",10308
,,,,,
29 Dreyer Ave,Staten Island,27-Jun-18,"$480,000 ","1,554 sqft",10314
,,,,,
66 Barker St,Staten Island,27-Jun-18,"$321,000 ","2,307 sqft",10310
,,,,,
5 Windham Loop #3J,Staten Island,27-Jun-18,"$360,000 ","1,107 sqft",10314
,,,,,
49 Chess Loop,Staten Island,27-Jun-18,"$560,000 ","1,400 sqft",10306
,,,,,
91 Ottavio Promenade,Staten Island,27-Jun-18,"$2,035,000 ","4,146 sqft",10307
,,,,,
