,address,city,soldDate,soldPrice,sqft,zipCode,borough
104,330 E 33rd St #14F,New York,4-Jan-19,585000.0,485,10016,Manhattan
105,42 West St,New York,4-Jan-19,2495000.0,62360,10006,Manhattan
106,159 W 53rd St #33D,New York,4-Jan-19,905000.0,798,10019,Manhattan
107,630 1st Ave #15C,New York,4-Jan-19,,1025,10016,Manhattan
108,210 West St,New York,4-Jan-19,,289550,10282,Manhattan
109,110 E 87th St #8E,New York,4-Jan-19,625000.0,581,10128,Manhattan
110,246 W 17th St #4A,New York,4-Jan-19,4250000.0,2033,10011,Manhattan
111,235 W End Ave #1H,New York,4-Jan-19,590338.0,533,10023,Manhattan
112,250 S End Ave #7F,New York,4-Jan-19,495000.0,506,10280,Manhattan
113,456 W 167th St #4F,New York,4-Jan-19,500000.0,558,10032,Manhattan
114,404 E 79th St #15F,New York,4-Jan-19,730000.0,582,10075,Manhattan
115,210 E 47th St #4G,New York,3-Jan-19,600000.0,387,10017,Manhattan
116,20 Pine St #1109,New York,3-Jan-19,715000.0,662,10005,Manhattan
117,432 Park Ave #87B,New York,3-Jan-19,,4028,10022,Manhattan
118,342 W 85th St #3C344,New York,3-Jan-19,1212500.0,824,10024,Manhattan
119,201 W 72nd St #14D,New York,10-Jan-19,1725000.0,1061,10023,Manhattan
120,5 E 22nd St #29B,New York,10-Jan-19,,585,10010,Manhattan
121,59 John St #3H,New York,10-Jan-19,575000.0,690,10038,Manhattan
122,333 Rector Pl #706,New York,10-Jan-19,2675000.0,2356,10280,Manhattan
123,467 W 163rd St #2,New York,10-Jan-19,755000.0,1270,10032,Manhattan
124,405 E 63rd St #5L,New York,10-Jan-19,675000.0,122346,10065,Manhattan
125,35 W 92nd St #1F,New York,10-Jan-19,630000.0,98081,10025,Manhattan
126,1 Irving Pl #U19D,New York,10-Jan-19,1100000.0,670,10003,Manhattan
127,181 Hudson St #6D,New York,9-Jan-19,,1840,10013,Manhattan
128,353 W 22nd St,New York,9-Jan-19,,3300,10011,Manhattan
129,331 E 50th St,New York,9-Jan-19,,4220,10022,Manhattan
130,2131 Frederick Douglass Blvd #5H,New York,9-Jan-19,876525.0,820,10026,Manhattan
131,235 W 75th St #8S,New York,9-Jan-19,2997613.0,545,10023,Manhattan
132,255 Hudson St #2E,New York,9-Jan-19,1400000.0,1145,10013,Manhattan
133,2094 Frederick Douglass Blvd,New York,9-Jan-19,626000.0,550,10026,Manhattan
134,161 W 61st St #22H,New York,9-Jan-19,975000.0,633,10023,Manhattan
135,255 E 74th St,New York,9-Jan-19,4800000.0,2475,10021,Manhattan
136,350 W 42nd St #34F,New York,14-Jan-19,1100000.0,768,10036,Manhattan
137,420 E 86th St #4A,New York,14-Jan-19,1260000.0,1186,10028,Manhattan
138,135-145 W 70th St #8A,New York,14-Jan-19,1050000.0,710,10023,Manhattan
139,415-423 E 54th St #10F,New York,14-Jan-19,1440000.0,1178,10022,Manhattan
140,250 W 11th St,New York,14-Jan-19,4700000.0,2568,10014,Manhattan
141,178 E 80th St #8D,New York,14-Jan-19,625000.0,138875,10075,Manhattan
142,40 Broad St #14B,New York,14-Jan-19,950000.0,842,10004,Manhattan
143,2101 Frederick Douglass Blvd #6D,New York,14-Jan-19,715000.0,575,10026,Manhattan
144,181 7th Ave #14C,New York,14-Jan-19,1150000.0,618,10011,Manhattan
145,9-11 Mercer St #5B,New York,14-Jan-19,2500000.0,1452,10013,Manhattan
146,420 W 25th St #1F,New York,14-Jan-19,2350000.0,1949,10001,Manhattan
147,155 W 70th St #7G,New York,14-Jan-19,780000.0,594,10023,Manhattan
148,10 Little St W #19A,New York,11-Jan-19,2650000.0,1759,10280,Manhattan
149,555 W 59th St #6G,New York,11-Jan-19,1850000.0,1116,10019,Manhattan
150,220 E 65th St #9E,New York,11-Jan-19,295000.0,406,10065,Manhattan
151,240 Riverside Blvd #4,New York,11-Jan-19,1250000.0,827,10069,Manhattan
152,15 Central Park W #33B,New York,11-Jan-19,18000000.0,2367,10023,Manhattan
153,275 W 96th St #6D,New York,17-Jan-19,1475000.0,1026,10025,Manhattan
154,301 W 53rd St #20G,New York,17-Jan-19,950000.0,678,10019,Manhattan
155,2109 Broadway #17131,New York,17-Jan-19,1585000.0,384,10023,Manhattan
156,345 E 80th St #30H,New York,17-Jan-19,770000.0,627,10075,Manhattan
157,159 W 53rd St #14A,New York,17-Jan-19,650000.0,498,10019,Manhattan
158,141 W 24th St #6,New York,17-Jan-19,3375000.0,2500,10011,Manhattan
159,200 E 69th St #7E,New York,17-Jan-19,578000.0,458,10021,Manhattan
160,125 E 12th St #4H,New York,23-Jan-19,1300000.0,895,10003,Manhattan
161,463 W 143rd St,New York,23-Jan-19,3188250.0,5130,10031,Manhattan
162,162 E 80th St #2B,New York,23-Jan-19,2025000.0,49435,10075,Manhattan
163,160 Wadsworth Ave #208,New York,23-Jan-19,375000.0,527,10033,Manhattan
164,240 E 55th St #7D,New York,23-Jan-19,486499.0,68225,10022,Manhattan
165,326 W 83rd St #5D,New York,23-Jan-19,460000.0,19362,10024,Manhattan
166,181 E 65th St #4C,New York,23-Jan-19,2750000.0,1606,10065,Manhattan
167,308 W 30th St #1A,New York,23-Jan-19,565000.0,432,10001,Manhattan
168,352 W 117th St #5G,New York,22-Jan-19,975000.0,953,10026,Manhattan
169,1 Lincoln Plz #20P,New York,22-Jan-19,2050000.0,1056,10023,Manhattan
170,240 W End Ave #14A,New York,22-Jan-19,1685000.0,1081,10023,Manhattan
171,215 W 134th St,New York,22-Jan-19,2080000.0,2550,10030,Manhattan
172,2110 Frederick Douglass Blvd #6B,New York,22-Jan-19,1585000.0,1322,10026,Manhattan
173,246 Spring St #3004,New York,22-Jan-19,550000.0,425,10013,Manhattan
174,2077 5th Ave #5C,New York,22-Jan-19,1270000.0,1260,10035,Manhattan
175,69-71 E 130th St #4C,New York,22-Jan-19,636500.0,778,10037,Manhattan
176,333 E 34th St #12H,New York,22-Jan-19,760000.0,715,10016,Manhattan
177,1 Central Park W #35E,New York,18-Jan-19,3150000.0,1444,10023,Manhattan
178,311 E 38th St #18B,New York,18-Jan-19,951000.0,745,10016,Manhattan
179,48 W 138th St #6K,New York,18-Jan-19,490000.0,455,10037,Manhattan
180,19 Mount Morris Park W #5A,New York,18-Jan-19,1075000.0,917,10027,Manhattan
181,303 E 49th St #22,New York,18-Jan-19,3650000.0,2432,10017,Manhattan
182,88 Greenwich St #1013,New York,18-Jan-19,640000.0,627,10006,Manhattan
183,311 E 38th St #11C,New York,18-Jan-19,652000.0,496,10016,Manhattan
184,300 E 62nd St #1003,New York,18-Jan-19,510000.0,435,10065,Manhattan
185,125 E 12th St #1D,New York,18-Jan-19,3250000.0,2058,10003,Manhattan
186,80 W 120th St,New York,18-Jan-19,2900000.0,4740,10027,Manhattan
187,45 Park Ave #2103,New York,17-Jan-19,1490000.0,812,10016,Manhattan
188,1438 3rd Ave #26B,New York,17-Jan-19,1175000.0,790,10028,Manhattan
189,88 Greenwich St #3505,New York,17-Jan-19,995000.0,681,10006,Manhattan
190,800 10th Ave,New York,25-Jan-19,3100000.0,1702,10019,Manhattan
191,120 Riverside Blvd #15T,New York,25-Jan-19,1588888.0,1043,10069,Manhattan
192,159 W 118th St #2E,New York,25-Jan-19,1325000.0,1296,10026,Manhattan
193,635 W 42nd St #20F,New York,25-Jan-19,1175000.0,758,10036,Manhattan
194,520 W 110th St #1C,New York,25-Jan-19,2100000.0,1631,10025,Manhattan
195,380 Rector Pl #10A,New York,25-Jan-19,1380000.0,873,10280,Manhattan
196,555 W 23rd St #N6G,New York,25-Jan-19,750000.0,508,10011,Manhattan
197,130 E 12th St #3A,New York,29-Jan-19,2400000.0,1705,10003,Manhattan
198,2280 Frederick Douglass Blvd #10F,New York,29-Jan-19,1420000.0,1225,10027,Manhattan
199,258 Saint Nicholas Ave #6D,New York,29-Jan-19,1350000.0,1320,10027,Manhattan
200,416 E 117th St #4C,New York,29-Jan-19,658630.0,771,10035,Manhattan
201,295 Greenwich St #8JN,New York,29-Jan-19,640000.0,432,10007,Manhattan
202,1623 3rd Ave #20J,New York,29-Jan-19,780000.0,833,10128,Manhattan
203,2112 Broadway #5A,New York,29-Jan-19,3900000.0,2193,10023,Manhattan
204,224 E 52nd St #22,New York,29-Jan-19,655000.0,600,10022,Manhattan
205,250 E 40th St #24B,New York,29-Jan-19,1290000.0,967,10016,Manhattan
206,360 E 88th St #14A,New York,29-Jan-19,1350000.0,984,10128,Manhattan
207,401 E 89th St #3B,New York,28-Jan-19,760000.0,929,10128,Manhattan
208,308 E 38th St,New York,28-Jan-19,832000.0,93314,10016,Manhattan
209,77 W 55th St #14D,New York,28-Jan-19,695000.0,566,10019,Manhattan
210,539 W 144th St #5,New York,28-Jan-19,610000.0,928,10031,Manhattan
211,25 Central Park W #3G,New York,28-Jan-19,1090000.0,819,10023,Manhattan
212,21 Ludlow St #8A,New York,28-Jan-19,765000.0,500,10002,Manhattan
213,330 E 38th St #20A,New York,15-May-18,1475000.0,1009,10016,Manhattan
214,18 W 129th St #2A,New York,15-May-18,620000.0,594,10027,Manhattan
215,502 9th Ave #10B,New York,15-May-18,2430000.0,1164,10018,Manhattan
216,186 Riverside Dr #6D,New York,15-May-18,835000.0,152016,10024,Manhattan
217,330 E 38th St #8D,New York,14-May-18,1765000.0,1372,10016,Manhattan
218,845 W End Ave #6E,New York,14-May-18,3125000.0,2313,10025,Manhattan
219,2250 Broadway #4G,New York,14-May-18,999999.0,740,10024,Manhattan
220,333 E 30th St #2G,New York,14-May-18,,476,10016,Manhattan
221,161 Grand St #5A,New York,14-May-18,,1771,10013,Manhattan
222,229 E 28th St #6K,New York,14-May-18,395000.0,44912,10016,Manhattan
223,225 W 83rd St #8L,New York,14-May-18,1995000.0,1114,10024,Manhattan
224,421 E 13th St #3A,New York,14-May-18,1600000.0,1047,10009,Manhattan
225,300 Rector Pl #6I,New York,14-May-18,610000.0,625,10280,Manhattan
226,39-45 E 29th St #15C,New York,14-May-18,1608888.0,785,10016,Manhattan
227,516 W 47th St #S5E,New York,14-May-18,790000.0,611,10036,Manhattan
228,200 Rector Pl #31F,New York,14-May-18,975000.0,645,10280,Manhattan
229,156 E 36th St #158,New York,11-May-18,,2427,10016,Manhattan
230,305 W 150th St #607,New York,11-May-18,474000.0,570,10039,Manhattan
231,350 W 53rd St #1DTHD,New York,11-May-18,1650000.0,1384,10019,Manhattan
232,188 E 70th St #16B,New York,11-May-18,750000.0,547,10021,Manhattan
233,24 W 123rd St,New York,11-May-18,,2484,10027,Manhattan
234,300 E 64th St #7H,New York,11-May-18,,1658,10065,Manhattan
235,343 W 47th St,New York,11-May-18,,5272,10036,Manhattan
236,100 W 39th St #38E,New York,11-May-18,1060000.0,701,10018,Manhattan
237,270 W 17th St #4C,New York,11-May-18,1400000.0,847,10011,Manhattan
238,225 E 74th St #5H,New York,11-May-18,752500.0,86988,10021,Manhattan
239,122 West St #1C,Brooklyn,11-May-18,765000.0,688,11222,Brooklyn
240,392 11th St #3A,Brooklyn,11-May-18,940000.0,934,11215,Brooklyn
241,1990 Troy Ave,Brooklyn,11-May-18,620000.0,1440,11234,Brooklyn
242,622 Louisiana Ave #2,Brooklyn,11-May-18,319587.0,1025,11239,Brooklyn
243,1866 E 27th St,Brooklyn,11-May-18,990000.0,1948,11229,Brooklyn
244,960 E 86th St,Brooklyn,11-May-18,485000.0,1456,11236,Brooklyn
245,3 E 88th St,Brooklyn,11-May-18,707500.0,2165,11236,Brooklyn
246,1504 Vyse Ave,Bronx,15-May-18,,3678,10460,Bronx
247,2049 Burr Ave,Bronx,15-May-18,775000.0,2321,10461,Bronx
248,3911 Duryea Ave,Bronx,15-May-18,600000.0,3120,10466,Bronx
249,4414 Bruner Ave,Bronx,14-May-18,370000.0,1128,10466,Bronx
250,1273 Stadium Ave,Bronx,14-May-18,300000.0,1400,10465,Bronx
251,1942 Tomlinson Ave,Bronx,14-May-18,810000.0,3306,10461,Bronx
252,3240 Netherland Ave #2C,Bronx,14-May-18,230000.0,479,10463,Bronx
253,208 Throggs Neck Blvd,Bronx,14-May-18,430000.0,960,10465,Bronx
254,2241 Turnbull Ave,Bronx,14-May-18,475000.0,1815,10473,Bronx
255,1144 Lydig Ave #4C,Bronx,14-May-18,309000.0,800,10461,Bronx
256,218 E 179th St,Bronx,14-May-18,780000.0,4158,10457,Bronx
257,1822 Marmion Ave,Bronx,14-May-18,450000.0,1112,10460,Bronx
258,1407 Needham Ave,Bronx,14-May-18,719000.0,2187,10469,Bronx
259,1119 Throggmorton Ave,Bronx,14-May-18,621000.0,2016,10465,Bronx
260,1725 Purdy St #2H,Bronx,14-May-18,159000.0,623,10462,Bronx
261,1852 Yates Ave,Bronx,12-May-18,385000.0,1656,10461,Bronx
262,1046 E 222nd St,Bronx,11-May-18,,1560,10469,Bronx
263,2353 Wickham Ave,Bronx,11-May-18,470000.0,1644,10469,Bronx
264,744 Saint Lawrence Ave,Bronx,11-May-18,,6942,10473,Bronx
265,2044 Washington Ave,Bronx,11-May-18,,1804,10457,Bronx
266,3625 172nd St,Flushing,11-May-18,,2150,11358,Queens
267,4140 Union St #6U,Flushing,11-May-18,550000.0,687,11355,Queens
268,17502 139th Rd,Jamaica,11-May-18,525000.0,2443,11434,Queens
269,8159 246th St,Jamaica,11-May-18,605000.0,1163,11426,Queens
270,14548 Ferndale Ave,Jamaica,11-May-18,755000.0,2300,11435,Queens
271,15807 137th Ave,Jamaica,11-May-18,451000.0,1698,11434,Queens
272,14644 Lakewood Ave,Jamaica,11-May-18,675000.0,1248,11435,Queens
273,16036 119th Dr,Jamaica,11-May-18,599000.0,1215,11434,Queens
274,8451 Beverly Rd #1W,Kew Gardens,11-May-18,195000.0,156510,11415,Queens
275,249 E 7th St #1,New York,1-Feb-19,399000.0,9664,10009,Manhattan
276,392 Central Park W #4M,New York,31-Jan-19,1100000.0,788,10025,Manhattan
277,101 W 24th St #4H,New York,31-Jan-19,1525000.0,836,10011,Manhattan
278,555 W 23rd St #S7R,New York,31-Jan-19,1153750.0,852,10011,Manhattan
279,20 West St #44F,New York,31-Jan-19,527500.0,368,10004,Manhattan
280,209-211 E 51st St #9F,New York,31-Jan-19,1150000.0,842,10022,Manhattan
281,220 E 60th St #6M,New York,31-Jan-19,540000.0,443,10022,Manhattan
282,209-211 E 51st St #5D,New York,31-Jan-19,665000.0,505,10022,Manhattan
283,516 W 47th St #N3G,New York,31-Jan-19,1100000.0,912,10036,Manhattan
284,234 E 70th St #1,New York,31-Jan-19,2075000.0,1977,10021,Manhattan
285,18-20 Pine St #1703,New York,30-Jan-19,767000.0,656,10005,Manhattan
286,650 Avenue Of The Americas #3L,New York,30-Jan-19,1620000.0,1090,10011,Manhattan
287,412 Greenwich St,New York,30-Jan-19,13240000.0,4986,10013,Manhattan
288,150 W 51st St #2022,New York,30-Jan-19,540000.0,353,10019,Manhattan
289,77 W 55th St #7A,New York,30-Jan-19,521000.0,400,10019,Manhattan
290,400 E 51st St #4C,New York,30-Jan-19,1180000.0,1046,10022,Manhattan
291,768 5th Ave #1321,New York,30-Jan-19,2800000.0,902,10019,Manhattan
292,220 3rd Ave #2C,New York,30-Jan-19,950000.0,525,10003,Manhattan
293,200 Riverside Blvd #16A,New York,30-Jan-19,2400000.0,1557,10069,Manhattan
294,50 Riverside Blvd #3J,New York,30-Jan-19,2275000.0,1410,10069,Manhattan
295,101 Warren St #1550,New York,30-Jan-19,3870000.0,1920,10007,Manhattan
296,333 E 30th St #14K,New York,30-Jan-19,775000.0,763,10016,Manhattan
297,613 Hudson St,New York,30-Jan-19,5100000.0,2080,10014,Manhattan
298,223 W 80th St #11,New York,30-Jan-19,2300000.0,1612,10024,Manhattan
299,315 7th Ave #17C,New York,30-Jan-19,860000.0,612,10001,Manhattan
300,301 W 110th St #14D,New York,30-Jan-19,610000.0,589,10026,Manhattan
301,101 W 24th St #28D,New York,30-Jan-19,2665000.0,1286,10011,Manhattan
302,301 E 45th St #15C,New York,30-Jan-19,695000.0,522,10017,Manhattan
303,155 W 70th St #4H,New York,29-Jan-19,620000.0,617,10023,Manhattan
304,270 Seaman Ave #C4,New York,29-Jan-19,575000.0,50066,10034,Manhattan
305,70 Amber St,Staten Island,11-May-18,810000.0,1880,10306,Staten Island
306,622 Drumgoole Rd W,Staten Island,11-May-18,620000.0,1969,10312,Staten Island
307,457 Eltingville Blvd,Staten Island,14-May-18,537500.0,1176,10312,Staten Island
308,155 Corbin Ave,Staten Island,14-May-18,493000.0,1152,10308,Staten Island
309,8 Shelterview Dr,Staten Island,14-May-18,545000.0,1080,10304,Staten Island
310,19 Pierpont Pl,Staten Island,14-May-18,415000.0,1293,10314,Staten Island
311,64 Wolkoff Ln,Staten Island,14-May-18,307000.0,1011,10303,Staten Island
312,24 Brooks Pl,Staten Island,14-May-18,542000.0,800,10310,Staten Island
313,208 Dickie Ave,Staten Island,14-May-18,520000.0,1224,10314,Staten Island
314,18 Elm Pl,Staten Island,14-May-18,489900.0,1140,10301,Staten Island
315,46 Claradon Ln,Staten Island,14-May-18,650000.0,1976,10305,Staten Island
316,8 Dierauf St,Staten Island,14-May-18,665000.0,2184,10312,Staten Island
317,49 Prince St,Staten Island,14-May-18,275000.0,651,10304,Staten Island
318,104 Rosedale Ave,Staten Island,14-May-18,410000.0,1400,10312,Staten Island
319,121 Waldron Ave,Staten Island,14-May-18,490000.0,1152,10301,Staten Island
320,34 Galloway Ave,Staten Island,14-May-18,595000.0,2093,10302,Staten Island
321,87 McDivitt Ave,Staten Island,14-May-18,490000.0,1233,10314,Staten Island
322,114 Keating Pl,Staten Island,14-May-18,,2492,10314,Staten Island
323,938 Clove Rd #B,Staten Island,14-May-18,340000.0,1170,10301,Staten Island
324,769 Maguire Ave,Staten Island,14-May-18,675000.0,2496,10309,Staten Island
325,225 Katan Ave #A,Staten Island,14-May-18,330000.0,1047,10308,Staten Island
326,15 Escanaba Ave,Staten Island,17-May-18,545000.0,1506,10308,Staten Island
327,243 Taylor St,Staten Island,17-May-18,382500.0,1176,10310,Staten Island
328,69 Penn Ave,Staten Island,17-May-18,515000.0,1144,10306,Staten Island
329,100 Colfax Ave #4R,Staten Island,17-May-18,202000.0,453,10306,Staten Island
330,233 Simonson Ave,Staten Island,17-May-18,375000.0,1272,10303,Staten Island
331,30 Locust Ct,Staten Island,17-May-18,390000.0,1188,10309,Staten Island
332,141 York Ave #143,Staten Island,17-May-18,550000.0,2304,10301,Staten Island
333,406 Jewett Ave,Staten Island,22-May-18,825000.0,1691,10302,Staten Island
334,24 Northfield Ct,Staten Island,22-May-18,279999.0,1390,10303,Staten Island
335,232 Fingerboard Rd,Staten Island,22-May-18,588000.0,1192,10305,Staten Island
336,232 Burgher Ave,Staten Island,22-May-18,1025000.0,1688,10305,Staten Island
337,228 Bayview Ave,Staten Island,22-May-18,550000.0,895,10309,Staten Island
338,867 Travis Ave #889,Staten Island,21-May-18,588888.0,1400,10314,Staten Island
339,13 Bache St,Staten Island,21-May-18,430000.0,1176,10302,Staten Island
340,385 Alter Ave,Staten Island,21-May-18,410500.0,1655,10305,Staten Island
341,47 Ludwig Ln,Staten Island,24-May-18,455000.0,2807,10303,Staten Island
342,26 Dina Ct,Staten Island,24-May-18,525000.0,1872,10306,Staten Island
343,120 Thomas St,Staten Island,24-May-18,815000.0,2338,10306,Staten Island
344,352 Hart Ave,Staten Island,23-May-18,829950.0,1500,10310,Staten Island
345,47 Lisbon Pl,Staten Island,23-May-18,505000.0,1400,10306,Staten Island
346,14 Brandis Ln,Staten Island,23-May-18,335000.0,1080,10312,Staten Island
347,77 Pompey Ave,Staten Island,23-May-18,830000.0,2184,10312,Staten Island
348,6 Memo St #10,Staten Island,23-May-18,680000.0,1680,10309,Staten Island
349,236 Armstrong Ave,Staten Island,23-May-18,192500.0,1040,10308,Staten Island
350,35 Stern Ct,Staten Island,30-May-18,420000.0,1327,10308,Staten Island
351,58 Goller Pl,Staten Island,30-May-18,629000.0,1530,10314,Staten Island
352,516 Tarrytown Ave,Staten Island,29-May-18,500000.0,1360,10306,Staten Island
353,267 Bruckner Ave #A,Staten Island,29-May-18,310000.0,1132,10303,Staten Island
354,168 Armstrong Ave,Staten Island,29-May-18,770000.0,2608,10308,Staten Island
355,81 Kensington Ave,Staten Island,29-May-18,,2288,10305,Staten Island
356,14 Patty Ct,Staten Island,29-May-18,410000.0,1354,10312,Staten Island
357,677 Craig Ave,Staten Island,29-May-18,550500.0,1802,10307,Staten Island
358,29 Peacock Loop,Staten Island,29-May-18,440000.0,1684,10309,Staten Island
359,327 Rudyard St,Staten Island,29-May-18,520000.0,1200,10306,Staten Island
360,353 Cleveland Ave,Staten Island,1-Jun-18,600000.0,1548,10308,Staten Island
361,48 Vassar St,Staten Island,1-Jun-18,580000.0,1760,10314,Staten Island
362,85 Elmwood Park Dr #4,Staten Island,4-Jun-18,235000.0,677,10314,Staten Island
363,148 Freeborn St,Staten Island,4-Jun-18,100000.0,420,10306,Staten Island
364,571 Annadale Rd,Staten Island,4-Jun-18,510000.0,1638,10312,Staten Island
365,239 Loretto St,Staten Island,4-Jun-18,370000.0,1503,10307,Staten Island
366,15 Dreyer Ave,Staten Island,4-Jun-18,362500.0,1200,10314,Staten Island
367,14 Rochelle Pl,Staten Island,4-Jun-18,760000.0,2104,10312,Staten Island
368,95 Stieg Ave,Staten Island,4-Jun-18,489000.0,1472,10308,Staten Island
369,1003 Manor Rd,Staten Island,4-Jun-18,550000.0,1202,10314,Staten Island
370,56 Jennifer Pl #12B,Staten Island,4-Jun-18,415000.0,950,10314,Staten Island
371,75 Essex Dr #1B,Staten Island,4-Jun-18,317000.0,853,10314,Staten Island
372,520 Lisk Ave,Staten Island,4-Jun-18,310000.0,1158,10303,Staten Island
373,35 Clawson St,Staten Island,4-Jun-18,561000.0,864,10306,Staten Island
374,30 Clinton Ave,Staten Island,4-Jun-18,397959.0,1680,10301,Staten Island
375,24 Turf Ct,Staten Island,4-Jun-18,880000.0,2832,10314,Staten Island
376,149 Redwood Loop,Staten Island,4-Jun-18,499000.0,2020,10309,Staten Island
377,105 Delmore St,Staten Island,4-Jun-18,525000.0,1230,10314,Staten Island
378,756 Correll Ave,Staten Island,4-Jun-18,579500.0,1700,10309,Staten Island
379,31 Marvin Rd,Staten Island,4-Jun-18,799900.0,2448,10309,Staten Island
380,11 W Cedarview Ave,Staten Island,4-Jun-18,,2184,10306,Staten Island
381,15 Wolkoff Ln #A,Staten Island,4-Jun-18,308000.0,1011,10303,Staten Island
382,8 Woodside Ave,Staten Island,4-Jun-18,505000.0,2080,10304,Staten Island
383,983 Sheldon Ave,Staten Island,4-Jun-18,655000.0,2542,10309,Staten Island
384,41 Stafford Ave,Staten Island,4-Jun-18,710000.0,2784,10312,Staten Island
385,64 Gervil St,Staten Island,1-Jun-18,354000.0,978,10309,Staten Island
386,103 Chandler Ave,Staten Island,1-Jun-18,515000.0,1008,10314,Staten Island
387,129 Alex Cir,Staten Island,1-Jun-18,560000.0,1659,10305,Staten Island
388,211 Pembrook Loop,Staten Island,1-Jun-18,436000.0,1672,10309,Staten Island
389,72 Mills Ave,Staten Island,1-Jun-18,610000.0,2226,10305,Staten Island
390,75 Signs Rd,Staten Island,1-Jun-18,1200.0,2254,10314,Staten Island
391,187 Colon Ave,Staten Island,1-Jun-18,649900.0,1500,10308,Staten Island
392,122 Evergreen St,Staten Island,5-Jun-18,650000.0,2406,10308,Staten Island
393,1676 Castleton Ave,Staten Island,5-Jun-18,427500.0,1896,10302,Staten Island
394,4358 Richmond Ave #4360,Staten Island,5-Jun-18,500000.0,1320,10312,Staten Island
395,121 Cortelyou Ave #12,Staten Island,5-Jun-18,212500.0,729,10312,Staten Island
396,62 Blythe Pl,Staten Island,5-Jun-18,580000.0,1484,10306,Staten Island
397,277 Green Valley Rd,Staten Island,5-Jun-18,,1914,10312,Staten Island
398,93 Taft Ave,Staten Island,5-Jun-18,285000.0,1540,10301,Staten Island
399,227 Robinson Ave,Staten Island,5-Jun-18,440000.0,888,10312,Staten Island
400,124 Winfield St,Staten Island,5-Jun-18,440000.0,1408,10305,Staten Island
401,4 Amaron Ln,Staten Island,5-Jun-18,900000.0,4800,10307,Staten Island
402,520 Lisk Ave #A,Staten Island,5-Jun-18,310000.0,1172,10303,Staten Island
403,545 Tennyson Dr,Staten Island,5-Jun-18,820000.0,1410,10312,Staten Island
404,11 Windham Loop #3DD,Staten Island,5-Jun-18,267000.0,824,10314,Staten Island
405,118 Suffolk Ave,Staten Island,5-Jun-18,595000.0,1731,10314,Staten Island
406,71 Coventry Loop,Staten Island,5-Jun-18,400000.0,1584,10312,Staten Island
407,40 Drumgoole Rd E,Staten Island,5-Jun-18,545000.0,1680,10312,Staten Island
408,284 Sandalwood Dr,Staten Island,5-Jun-18,,1592,10308,Staten Island
409,209 Montreal Ave,Staten Island,5-Jun-18,500000.0,1200,10306,Staten Island
410,383 Brookfield Ave,Staten Island,5-Jun-18,625000.0,1880,10308,Staten Island
411,130 Annadale Rd,Staten Island,5-Jun-18,453000.0,1332,10312,Staten Island
412,183 Sandalwood Dr,Staten Island,6-Jun-18,465000.0,1350,10308,Staten Island
413,16 Canterbury Ave,Staten Island,8-Jun-18,430950.0,1020,10314,Staten Island
414,105 Loring Ave,Staten Island,8-Jun-18,569000.0,1600,10312,Staten Island
415,46 Doreen Dr,Staten Island,8-Jun-18,439000.0,1324,10303,Staten Island
416,133 Anthony St,Staten Island,8-Jun-18,718900.0,2000,10309,Staten Island
417,399 Richmond Hill Rd,Staten Island,8-Jun-18,755000.0,2048,10314,Staten Island
418,778 Nugent Ave,Staten Island,8-Jun-18,655000.0,1500,10306,Staten Island
419,41 Wellington Ct #1D,Staten Island,7-Jun-18,355000.0,1082,10314,Staten Island
420,18 Purcell St,Staten Island,7-Jun-18,639000.0,1088,10310,Staten Island
421,186 Moreland St,Staten Island,7-Jun-18,,1902,10306,Staten Island
422,492 Vanderbilt Ave,Staten Island,7-Jun-18,220393.0,1297,10304,Staten Island
423,1043 Rensselaer Ave,Staten Island,7-Jun-18,610000.0,1680,10309,Staten Island
424,7 Keating Pl,Staten Island,7-Jun-18,570000.0,1600,10314,Staten Island
425,15 Radcliff Rd,Staten Island,7-Jun-18,400000.0,2184,10305,Staten Island
426,33 Trumbull Pl,Staten Island,7-Jun-18,264000.0,1763,10301,Staten Island
427,116 Smith Pl,Staten Island,7-Jun-18,630000.0,3144,10302,Staten Island
428,224 Jefferson Ave,Staten Island,7-Jun-18,690000.0,1596,10306,Staten Island
429,321 Colony Ave,Staten Island,7-Jun-18,538000.0,1660,10306,Staten Island
430,96 Debbie St,Staten Island,7-Jun-18,450000.0,2000,10314,Staten Island
431,543 Manor Rd,Staten Island,7-Jun-18,470000.0,1824,10314,Staten Island
432,94 Sweetgum Ln,Staten Island,7-Jun-18,634900.0,1550,10314,Staten Island
433,262 Glen Ave,Staten Island,7-Jun-18,375000.0,1596,10301,Staten Island
434,29 Gadsen Pl #2C,Staten Island,7-Jun-18,235248.0,640,10314,Staten Island
435,100 Benjamin Dr,Staten Island,7-Jun-18,359000.0,1324,10303,Staten Island
436,55 Ironwood St,Staten Island,7-Jun-18,475000.0,1440,10308,Staten Island
437,297 Broad St,Staten Island,7-Jun-18,190000.0,1440,10304,Staten Island
438,169 Van Buren St,Staten Island,7-Jun-18,520000.0,2526,10301,Staten Island
439,28 East Broadway,Staten Island,7-Jun-18,590000.0,1800,10306,Staten Island
440,393 Heberton Ave,Staten Island,6-Jun-18,310000.0,1680,10302,Staten Island
441,114 Sunset Ave,Staten Island,6-Jun-18,510000.0,1152,10314,Staten Island
442,349 Yetman Ave,Staten Island,6-Jun-18,620000.0,1315,10307,Staten Island
